ID,Corredor,Sentido,Inicio,Fin,Longitud [km],Proyecto,PYP,Operación,Estado,Google maps,Python,Vectorrutas,Origin,Punto de control,Destination,Enviar correo,Consulta Phyton,Archivo Phyton,Observaciones_1
93,Avenida Las Palmas,NS,Sandiego,Acceso Túnel de Oriente,5.2,N.A,Exenta,Continuo,Inactivo,"https://www.google.es/maps/dir/6.2370369,-75.5699237/6.2199915,-75.5581383/@6.2040047,-75.5344362,14.25z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2370369,-75.5699237&destination=6.2199915,-75.5581383&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Sandiego hasta tunel de Oriente por Palmas,"6.2370369,-75.5699237",,"6.2199915,-75.5581383",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2370369,-75.5699237&destination=6.2199915,-75.5581383&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,93,""Ruta desde Sandiego hasta tunel de Oriente por Palmas"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 17/01/2020
94,Avenida Las Palmas,SN,Acceso Túnel de Oriente,Sandiego,5.2,N.A,Exenta,Continuo,Inactivo,"https://www.google.es/maps/dir/6.2200811,-75.5579277/6.2373272,-75.5698647/@6.2355738,-75.5664892,16.79z/data=!4m9!4m8!1m5!3m4!1m2!1d-75.558251!2d6.2202823!3s0x8e44283b999e5cc5:0x94c69020442344a0!1m0!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2200811,-75.5579277&destination=6.2373272,-75.5698647&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde tunel de Oriente hasta Sandiego por Palmas,"6.2200811,-75.5579277",,"6.2373272,-75.5698647",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2200811,-75.5579277&destination=6.2373272,-75.5698647&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,94,""Ruta desde tunel de Oriente hasta Sandiego por Palmas"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 17/01/2020
95,Avenida Regional,SN,San Juan,Puente Madre Laura,4.1,N.A,Exenta,Continuo,Inactivo,"https://www.google.es/maps/dir/'6.248326,-75.57987'/6.2831194,-75.5680098/@6.2843704,-75.5655661,17.25z/data=!4m7!4m6!1m3!2m2!1d-75.57987!2d6.248326!1m0!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.248326,-75.57987&destination=6.2831194,-75.5680098&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde San Juan hasta Puente Madre Laura por corredor del rio,"6.248326,-75.57987",,"6.2831194,-75.5680098",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.248326,-75.57987&destination=6.2831194,-75.5680098&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,95,""Ruta desde San Juan hasta Puente Madre Laura por corredor del rio"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 17/01/2020
96,Vía al Túnel de Occidente,WE,Acceso Túnel de Occidente,Avenida 80,8.6,N.A,Exenta,Continuo,Inactivo,"https://www.google.es/maps/dir/6.2958211,-75.6529539/6.2711896,-75.5948794/@6.2721905,-75.5956056,18.25z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2958211,-75.6529539&destination=6.2711896,-75.5948794&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde  tunel de Occidente hacia Avenida 80,"6.2958211,-75.6529539",,"6.2711896,-75.5948794",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2958211,-75.6529539&destination=6.2711896,-75.5948794&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,96,""Ruta desde  tunel de Occidente hacia Avenida 80"",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 17/01/2020
97,Vía al Túnel de Occidente,WE,Acceso Túnel de Occidente,Autopista Sur,11.3,N.A,Exenta,Continuo,Inactivo,"https://www.google.es/maps/dir/6.2958211,-75.6529539/6.2592413,-75.5753523/@6.2609639,-75.5842734,17z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2958211,-75.6529539&destination=6.2592413,-75.5753523&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde tunel de Occidente hacia Autopista sur,"6.2958211,-75.6529539",,"6.2592413,-75.5753523",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2958211,-75.6529539&destination=6.2592413,-75.5753523&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,97,""Ruta desde tunel de Occidente hacia Autopista sur"",0)",tiempos_de_viaje_seguimiento_3.pyw,"Creado el 17/01/2020
Eliminado el 30/01/2020, pues está contenido en otros dos tramos de consulta"
98,Vía al Túnel de Occidente,EW,Avenida 80,Acceso Túnel de Occidente,8.6,N.A,Exenta,Continuo,Inactivo,"https://www.google.es/maps/dir/6.2720864,-75.59398/6.2958771,-75.652911/@6.2826175,-75.6317919,15z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2720864,-75.59398&destination=6.2958771,-75.652911&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Avenida 80 hasta tunel de Occidente ,"6.2720864,-75.59398",,"6.2958771,-75.652911",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2720864,-75.59398&destination=6.2958771,-75.652911&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,98,""Ruta desde Avenida 80 hasta tunel de Occidente "",0)",tiempos_de_viaje_seguimiento_3.pyw,Creado el 17/01/2020
99,Vía al Túnel de Occidente,EW,Autopista Sur,Acceso Túnel de Occidente,11.3,N.A,Exenta,Continuo,Inactivo,"https://www.google.es/maps/dir/6.2596722,-75.5752982/6.2958771,-75.652911/@6.2557187,-75.577925,15.25z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2596722,-75.5752982&destination=6.2958771,-75.652911&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Autopista Sur hasta tunel de Occidente ,"6.2596722,-75.5752982",,"6.2958771,-75.652911",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2596722,-75.5752982&destination=6.2958771,-75.652911&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,99,""Ruta desde Autopista Sur hasta tunel de Occidente "",0)",tiempos_de_viaje_seguimiento_3.pyw,"Creado el 17/01/2020
Eliminado el 30/01/2020, pues está contenido en otros dos tramos de consulta"
100,Los Balsos W-E,WE,Calle 12 Sur,Calle 12 Sur,0.5,N.A,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/'6.1870901,-75.5634994'/6.1868323,-75.5591867+/@6.1869333,-75.5624346,18z/data=!4m10!4m9!1m3!2m2!1d-75.5634994!2d6.1870901!1m3!2m2!1d-75.5591867!2d6.1868323!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.1870901,-75.5634994&destination=6.1868323,-75.5591867 &alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Los Balsos W-E,"6.1870901,-75.5634994",,"6.1868323,-75.5591867 ",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1870901,-75.5634994&destination=6.1868323,-75.5591867 &alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,100,""Los Balsos W-E"",0)",tiempos_de_viaje_seguimiento_5.pyw,"Solicitud de Desarrollo de Negocios
Creado el 07/02/2020. Desactivado el 24/02/2020
Requiere seguimiento el primer día de ejecución"
101,Los Balsos W-W,WW,Calle 12 Sur,Calle 12 Sur,0.5,N.A,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/'6.1867896,-75.5629096'/6.1871096,-75.5608711+/@6.1871155,-75.5625983,18z/data=!4m10!4m9!1m3!2m2!1d-75.5629096!2d6.1867896!1m3!2m2!1d-75.5608711!2d6.1871096!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.1867896,-75.5629096&destination=6.1871096,-75.5608711 &alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Los Balsos W-W,"6.1867896,-75.5629096",,"6.1871096,-75.5608711 ",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1867896,-75.5629096&destination=6.1871096,-75.5608711 &alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,101,""Los Balsos W-W"",0)",tiempos_de_viaje_seguimiento_5.pyw,"Solicitud de Desarrollo de Negocios
Creado el 07/02/2020. Desactivado el 24/02/2020
Requiere seguimiento el primer día de ejecución"
102,Los Balsos E-W,EW,Calle 12 Sur,Calle 12 Sur,0.5,N.A,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/'6.1867576,-75.5586932'/6.186907,-75.5627487+/@6.1870098,-75.5618153,18z/data=!4m10!4m9!1m3!2m2!1d-75.5586932!2d6.1867576!1m3!2m2!1d-75.5627487!2d6.186907!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.1867576,-75.5586932&destination=6.186907,-75.5627487&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Los Balsos E-W,"6.1867576,-75.5586932",,"6.186907,-75.5627487",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1867576,-75.5586932&destination=6.186907,-75.5627487&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,102,""Los Balsos E-W"",0)",tiempos_de_viaje_seguimiento_5.pyw,"Solicitud de Desarrollo de Negocios
Creado el 07/02/2020. Desactivado el 24/02/2020
Requiere seguimiento el primer día de ejecución"
103,Los Balsos E-S,ES,Calle 12 Sur,Calle 12 Sur,0.5,N.A,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/'6.1863416,-75.5581058'/6.1854185,-75.5600441+/@6.1867431,-75.5604626,18z/data=!4m10!4m9!1m3!2m2!1d-75.5581058!2d6.1863416!1m3!2m2!1d-75.5600441!2d6.1854185!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.1863416,-75.5581058&destination=6.1854185,-75.5600441&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Los Balsos E-S,"6.1863416,-75.5581058",,"6.1854185,-75.5600441",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1863416,-75.5581058&destination=6.1854185,-75.5600441&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,103,""Los Balsos E-S"",0)",tiempos_de_viaje_seguimiento_5.pyw,"Solicitud de Desarrollo de Negocios
Creado el 07/02/2020. Desactivado el 24/02/2020
Requiere seguimiento el primer día de ejecución"
104,Los Balsos W-S,WS,Calle 12 Sur,Calle 12 Sur,0.5,N.A,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/'6.1868003,-75.5629552'/6.18626,-75.558966+/@6.1874528,-75.5599719,18z/data=!4m10!4m9!1m3!2m2!1d-75.5629552!2d6.1868003!1m3!2m2!1d-75.558966!2d6.18626!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.1868003,-75.5629552&destination=6.18626,-75.558966&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Los Balsos W-S,"6.1868003,-75.5629552",,"6.18626,-75.558966",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1868003,-75.5629552&destination=6.18626,-75.558966&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,104,""Los Balsos W-S"",0)",tiempos_de_viaje_seguimiento_5.pyw,"Solicitud de Desarrollo de Negocios
Creado el 07/02/2020. Desactivado el 24/02/2020
Requiere seguimiento el primer día de ejecución"
105,Los Balsos E-E,EE,Calle 12 Sur,Calle 12 Sur,0.5,N.A,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/'6.1857,-75.5569913'/6.1868775,-75.5596976+/@6.1864861,-75.5595521,18z/data=!4m10!4m9!1m3!2m2!1d-75.5569913!2d6.1857!1m3!2m2!1d-75.5596976!2d6.1868775!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.1857,-75.5569913&destination=6.1868775,-75.5596976 &alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Los Balsos E-E,"6.1857,-75.5569913",,"6.1868775,-75.5596976 ",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1857,-75.5569913&destination=6.1868775,-75.5596976 &alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,105,""Los Balsos E-E"",0)",tiempos_de_viaje_seguimiento_5.pyw,"Solicitud de Desarrollo de Negocios
Creado el 07/02/2020. Desactivado el 24/02/2020
Requiere seguimiento el primer día de ejecución"
106,Carrera 65,NS,Calle 30A,Avenida 80,3,VAS - Calidad del aire,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2333249,-75.5827529/6.2081048,-75.5895632/@6.208024,-75.5886265,17.17z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2333249,-75.5827529&destination=6.2081048,-75.5895632&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 30A hasta Av 80  por Carrera 65,"6.2333249,-75.5827529",,"6.2081048,-75.5895632",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2333249,-75.5827529&destination=6.2081048,-75.5895632&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,106,""Ruta desde Calle 30A hasta Av 80  por Carrera 65"",0)",tiempos_de_viaje_seguimiento_4(2).pyw,"Creado el 14/02/2020 - Desactivado el 26/02/2020
Seguimiento 13/07/2022 - inactivo"
107,Carrera 65,SN,Avenida 80,Calle 30A,3,VAS - Calidad del aire,PyP,Interrumpido,Inactivo,"https://www.google.com/maps/dir/6.2076682,-75.5890569/6.2333249,-75.5827529/@6.2126838,-75.6035919,15.04z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2076682,-75.5890569&destination=6.2333249,-75.5827529&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Av 80 hasta Calle 30A por Carrera 65,"6.2076682,-75.5890569",,"6.2333249,-75.5827529",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2076682,-75.5890569&destination=6.2333249,-75.5827529&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,107,""Ruta desde Av 80 hasta Calle 30A por Carrera 65"",0)",tiempos_de_viaje_seguimiento_4(2).pyw,"Creado el 14/02/2020 - Desactivado el 26/02/2020
Seguimiento 13/07/2022 - inactivo"
108,Avenida San Juan,WE,Carrera 79AA,Carrera 50 - Palace,3.4,Gestión de velocidad,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2500341,-75.5996227/6.2442149,-75.5698161/@6.244466,-75.5707769,18.96z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2500341,-75.5996227&destination=6.2442149,-75.5698161&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Cr 79AA hasta Palace por Av. San Juan,"6.2500341,-75.5996227",,"6.2442149,-75.5698161",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2500341,-75.5996227&destination=6.2442149,-75.5698161&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,108,""Ruta desde Cr 79AA hasta Palace por Av. San Juan"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 14/02/2020 - Desactivado el 26/02/2020
Activado el 12/03/201
seguimiento 13/07/2022 - activo"
109,Avenida San Juan,EW,Carrera 50 - Palace,Carrera 79AA,3.4,Gestión de velocidad,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2443975,-75.5698331/6.2501682,-75.5996995/@6.2491058,-75.591021,16z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2443975,-75.5698331&destination=6.2501682,-75.5996995&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Palace hasta Cr 79AA  por Av. San Juan,"6.2443975,-75.5698331",,"6.2501682,-75.5996995",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2443975,-75.5698331&destination=6.2501682,-75.5996995&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,109,""Ruta desde Palace hasta Cr 79AA  por Av. San Juan"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 14/02/2020 - Desactivado el 26/02/2020
Activado el 12/03/201
seguimiento 13/07/2022 - activo"
110,Carrera 65,NS,Calle 104,La Iguaná,5.1,Gestión de velocidad,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.3015233,-75.5662206/6.2590001,-75.580121/@6.2854419,-75.5799234,14.75z/am=t/data=!4m3!4m2!3e0!5i1?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.3015233,-75.5662206&destination=6.2590001,-75.580121&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 104 hasta La Iguaná por Carrera 65,"6.3015233,-75.5662206",,"6.2590001,-75.580121",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.3015233,-75.5662206&destination=6.2590001,-75.580121&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,110,""Ruta desde Calle 104 hasta La Iguaná por Carrera 65"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 12/03/2021
seguimiento 13/07/2022 - activo"
111,Transversal inferior,NS,Av. Palmas,Carrera 27 - San Lucas,4.6,Gestión de velocidad,PyP,Semiinterrumpido,Activo,"https://www.google.com/maps/dir/6.2150485,-75.5609097/6.1810524,-75.5688371/@6.1980651,-75.5766696,15z/am=t/data=!3m1!4b1!4m2!4m1!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.2150485,-75.5609097&destination=6.1810524,-75.5688371&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Av Palmas hasta Tv Intermedia por Tv inferior,"6.2150485,-75.5609097",,"6.1810524,-75.5688371",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2150485,-75.5609097&destination=6.1810524,-75.5688371&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,111,""Ruta desde Av Palmas hasta Tv Intermedia por Tv inferior"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 12/03/2021
seguimiento 13/07/2022 - activo"
112,Transversal superior,SN,Av. Palmas,Carrera 27 - San Lucas,4.8,Gestión de velocidad,PyP,Semiinterrumpido,Activo,"https://www.google.com/maps/dir/6.1812405,-75.5684414/6.2140671,-75.5573718/@6.2140058,-75.5574683,18z/data=!4m2!4m1!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.1812405,-75.5684414&destination=6.2140671,-75.5573718&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Tv Intermedia hasta Av Palmas por Tv Superior,"6.1812405,-75.5684414",,"6.2140671,-75.5573718",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.1812405,-75.5684414&destination=6.2140671,-75.5573718&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,112,""Ruta desde Tv Intermedia hasta Av Palmas por Tv Superior"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 12/03/2021
seguimiento 13/07/2022 - activo"
113,Carrera 65,SN,Calle 30,Avenida San Juan,1.9,Gestión de velocidad,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2314216,-75.5827466/6.2485819,-75.583303/@6.2481924,-75.583508,18.42z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2314216,-75.5827466&destination=6.2485819,-75.583303&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 30 hasta Av San Juan por Carrera 65,"6.2314216,-75.5827466",,"6.2485819,-75.583303",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2314216,-75.5827466&destination=6.2485819,-75.583303&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,113,""Ruta desde Calle 30 hasta Av San Juan por Carrera 65"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 15/03/2021
seguimiento 13/07/2022 - activo"
114,Autopista Sur,NS,Calle 30,Calle 12 Sur,4.2,Gestión de velocidad,Exenta,Continuo,Activo,"https://www.google.com/maps/dir/6.2330851,-75.5760303/6.1955577,-75.5818303/@6.1962257,-75.5796177,16.17z/data=!4m9!4m8!1m5!3m4!1m2!1d-75.5776909!2d6.2187042!3s0x8e4429cc59c0d4b1:0x8a1be4df54476f14!1m0!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2330851,-75.5760303&destination=6.1955577,-75.581830&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 30 hasta Av San Juan por Carrera 65,"6.2330851,-75.5760303",,"6.1955577,-75.581830",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2330851,-75.5760303&destination=6.1955577,-75.581830&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,114,""Ruta desde Calle 30 hasta Av San Juan por Carrera 65"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 15/03/2021
seguimiento 13/07/2022 - activo"
115,Girardot,NS,Av. La Playa,Calle 48,0.35,ZUAP/TV P.O,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2482295,-75.5623556/6.245304,-75.5637646/@6.2467967,-75.5647038,18z/data=!4m2!4m1!3e0","https://maps.googleapis.com/maps/api/directions/json?origin=6.2482295,-75.5623556&destination=6.245304,-75.5637646&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Tv Intermedia hasta Av Palmas por Tv Superior,"6.2482295,-75.5623556",,"6.245304,-75.5637646",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2482295,-75.5623556&destination=6.245304,-75.5637646&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,115,""Ruta desde Tv Intermedia hasta Av Palmas por Tv Superior"",0)",tiempos_de_viaje_seguimiento_6.pyw,"Creado el 15/03/2021
seguimiento 13/07/2022 - activo"
116,Avenida Las Vegas,NS,Calle 10,Calle 18 Sur,2.9,TV P.O/Gestión de velocidad,PyP,Interrumpido,Activo,"https://www.google.com/maps/dir/6.2125108,-75.5764162/6.1996469,-75.5776798/6.1876001,-75.5816969/@6.1881146,-75.5815084,18.25z/data=!4m2!4m1!3e0?hl=es","https://maps.googleapis.com/maps/api/directions/json?origin=6.2125108,-75.5764162&destination=6.1876001,-75.5816969&waypoints=6.1996469,-75.5776798&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now",Ruta desde Calle 10 hasta Zuniga por Av Las Vegas,"6.2125108,-75.5764162","6.1996469,-75.5776798","6.1876001,-75.5816969",0.0,"cuerpo += leerruta(""https://maps.googleapis.com/maps/api/directions/json?origin=6.2125108,-75.5764162&destination=6.1876001,-75.5816969&waypoints=6.1996469,-75.5776798&alternatives=true&key=AIzaSyDWOGD72p9N8ekown3glm3rbS1fN7tQm4w&traffic_model=best_guess&departure_time=now"",0,116,""Ruta desde Calle 10 hasta Zuniga por Av Las Vegas"",0)",,"Creado el 26/08/2021
seguimiento 13/07/2022 - activo"
